Feature1,Feature2,Feature3,Feature4
3.209829109299562,6.288015592371684,8.77959902045343,3.434792356324147
3.4698731680728128,6.357605231626914,8.750310703748939,4.640079499463006
2.8973159997001625,6.983163480421686,7.984678712247657,5.178399610058712
5.025016669757167,10.319797435303759,8.751064314791385,3.7560907486594197
4.890930627738188,6.652192774959393,6.971110823371292,4.561891901534533
2.2009757230163736,8.527175641103675,9.549660238677076,1.835273420071315
3.746342099604684,8.22359806779689,6.220478632933302,5.520052095566583
4.859533563062607,7.036332890688032,5.760944954094334,3.6846950106649468
3.7712896757113934,10.1370100389558,7.766451126242059,4.230642273478283
5.962499234846582,5.284146510728441,8.507532254328586,2.7229415819026617
3.3975010900337836,11.572199252888025,6.20637995951182,4.1857320889229035
2.3123755408210185,8.383685214118469,10.06894799840878,3.4012290440334723
4.902413852233642,9.048998652109427,9.380254070380472,4.3767756723526725
5.4643750273674705,9.481408444465485,7.996351277814588,1.9295637158970185
3.5415109726498386,4.9646511148987615,7.165410625224844,3.6062589048174023
1.200675318349413,7.707540646549647,7.604588084071685,4.396556458937577
2.2782138435149397,8.531261998642234,8.331770760023474,2.8699265262420033
3.7439528702631764,5.965777976305782,8.55795119956314,1.2122328207951707
4.74244449534849,8.25503055981109,7.708980555807897,3.446933473895664
3.7194590422412013,8.971685910628626,8.903430732013032,5.424984820481884
3.4941106359059324,8.760117099072438,8.383215428350441,4.1561361092961775
3.2248129303284054,9.836690279882237,7.246926191670602,3.968730011279888
5.408945105973092,8.785096964644524,7.406203362627807,4.130552055616859
4.732384650343175,6.457731717915297,7.6719819447694375,5.034442034716295
4.081939750796472,9.27311324762287,6.775128505072472,6.711004538116136
2.5889376555098975,9.86202027387996,6.746863078404644,6.231116127446109
3.6523780778347152,7.2710229078490025,7.595145486991257,4.449075013223366
4.592192127794721,9.552311536312457,7.659226105883731,3.8563993101362946
4.068301217172215,9.757309784732223,9.810831906677508,4.299351925926355
6.120600092261581,10.511236759378619,8.931633475403116,2.3908745869504173
3.441817979278691,8.234908081633517,8.304454511777893,4.749051600308585
3.737668110905521,10.410370698701554,8.11882508853479,5.281526050770179
4.120256652949051,12.195716068464684,8.720837128923156,3.2392398768865585
4.074884153653814,11.115475084904379,8.708293608554007,4.203051653757731
4.667502549001188,10.561954852690011,7.647326167683847,2.7605892026083665
3.733895020421911,7.513613410171189,7.091193758762565,3.0747847167564526
2.999896723926203,10.906190278387385,8.010181669126329,3.544293278920073
3.7949369582342176,9.813168106102207,7.401970573733459,3.384284346882464
5.460763600330954,6.018204099816609,9.002039558462789,1.9751511348360085
1.8177004206227312,7.380194964152523,7.408451250172289,2.739685248415178
5.271387640987957,7.689358165609701,8.460365617627298,2.995442829608089
4.844458539064254,7.458012543252931,10.86300171876853,3.3532838434912278
5.247958305443141,8.969684091598078,7.695222346012629,2.8228639985979482
5.799302720517733,5.802619671575943,6.381621159657095,4.37039356758781
4.407675575561393,4.12255182244809,6.881616449285917,4.361158455112029
4.330256308211018,10.697085744191831,7.604043102691262,4.031875452134014
4.457171300139936,8.418376501047948,7.409173017051163,3.200704381063555
3.0364111395087265,8.820823153766163,10.064437095595157,6.1623952424228285
2.398128259920613,4.862566594127934,7.698943298420829,3.6477772894992873
2.2099395197505824,7.08936591329691,5.193733827430107,5.771822339735166
4.0870188820130355,6.810539920260736,7.986257262741243,3.2758978660900353
3.76450892321989,11.5468542140008,9.98997296497391,4.100788999155104
4.633284424066002,9.034219106490992,8.759924373251067,3.517029340337668
6.48731094140566,9.914548606365825,7.900147151277187,3.832886070517251
1.2771257518599635,6.905720828298079,8.319632552317755,3.370206305339459
4.204066481036873,10.096114536882862,8.451654207376981,5.386629879424632
3.273622317160873,8.421021764095443,9.900797523217499,4.764641491931109
3.5410182403833477,6.254000839010893,7.014813564411512,2.741972869502035
5.480150033583701,9.270103317167594,7.543425220495108,0.6734190978524337
2.7881556301658734,11.160821366690135,9.45946642930131,2.9342211517330528
4.78840857983672,9.986496194684122,8.843259219695371,3.984539079947623
1.3032186984830934,7.620323982606581,6.817550642896457,3.5094177853123036
4.407108315419047,10.487710112613033,7.866409191664564,4.294813256983508
4.840155523979128,7.7335935508431195,8.40972883850833,3.250820128826625
4.776902020993872,7.881988491672231,6.9064690579207815,3.4239686101551516
3.133109555926908,7.692284230023311,7.243616698146857,3.904055642168287
5.345771892681322,10.807180056223261,7.725004569400865,3.16391887116627
4.847116983816149,10.845230410093068,8.300783548044274,3.422629862806076
4.762370752425367,4.773785501327482,8.000634415927133,4.399847285234949
2.5413833927069702,5.34778853315181,7.120565499391224,4.774943131777492
3.39323064424843,5.976112639345895,6.141208755257419,4.087387833712308
3.6285823065492893,8.89231340113621,6.5902225046362695,1.6159059124755633
2.892411994940275,8.652159178686437,6.12077263760417,4.9582216183434165
3.245714038877297,4.8308953851643075,8.210300099543627,3.102936611441577
4.1276385032090985,7.936947685577865,6.80913247317574,3.424308779262883
3.1445768054707393,5.973641813693659,7.12854108373958,3.9028942755101412
5.421960868538545,5.027036236310888,6.850571264730122,3.866635080890983
2.8003202048691405,6.770296942964725,8.338488626750898,4.251787140064581
3.994524789987808,2.503549078778078,7.560091528770633,2.59562205614002
5.500369473824053,11.498866429793,7.080197217181212,4.332656398287916
2.891892791224964,13.530499215731846,8.0122858830733,4.991956046232584
5.111482922604143,0.8793753043005585,8.92367839245252,5.079519106722712
5.071991705199906,7.113096816058354,6.64500316963828,2.480759139182732
4.3085566831147055,7.239137194204111,9.304076497343681,5.77653127534942
4.660248702937169,11.0318810077054,8.08347166298713,2.5411200552773043
4.479260317688965,8.30119332385736,8.643687596197333,2.3981552092026073
5.923992370267371,10.30383498783507,7.637981367426095,5.475631640359744
3.347778315294381,7.224403587903688,7.878970165016679,3.8062892810960705
4.138756728993336,4.816270250972286,7.655377096414418,2.9310057832059133
4.436379044893755,7.2750218460652265,8.133461481126282,3.6349772579256983
5.068816664219761,7.717659140976685,7.189448067284776,3.8460256698722928
4.127077360009942,1.1855276072225633,9.287888091130334,4.456683644596653
3.858099470166367,7.369415769306004,7.67824857028267,4.068548796370913
3.064166678571813,7.7076124852343675,8.1111182089206,4.9023211509219085
3.341002608473685,8.985298821863262,8.817158142295458,3.9944505535391395
5.827893605782206,8.8981109708531,8.221122850687484,5.499173648639672
5.276343163296531,7.87792623194705,7.287667298953702,4.093821302329315
5.150423329823315,7.129873584408889,7.703475416000926,4.563436125271037
3.1602806109450468,6.957773489202363,7.854793407391573,2.7866514416333303
5.603264757636398,8.154334676460465,8.11379093822726,2.0550699654489524
4.239992077983888,11.227894353650251,8.707685164241733,4.487015139530685
2.5478529937058974,8.546013708425546,7.142441962644692,2.3114033478574143
3.387007783188266,8.713295863060944,7.058021336125075,4.408206335535429
3.8978262474222642,6.373498770484749,8.287213866777098,3.5543087363564903
2.777041254092344,8.827492350403073,8.61947180957344,5.015037146396726
3.208371613771933,10.343375765935992,9.31417089647162,2.8445017070840803
4.57119251450363,8.087795903688065,7.644861595534062,3.416227562551332
5.302148191575972,8.534911036123265,6.35911424615928,4.233320962244577
4.949131417799818,8.370728571453343,8.420407242101511,3.3556020183157704
3.3457413159535077,7.964108837851227,8.837602191865175,3.5829562595654547
4.555297589456788,7.422195743600046,6.624341986886797,5.08015368240562
4.302727101377514,12.125370178044477,6.49055231901242,3.63159106662616
2.6287162944699,9.35838154441081,6.177930067361155,3.9294901475254598
2.9704706003340275,10.047580416690819,7.51856973712397,3.9052399451129194
4.295352493761408,10.748801527340762,9.837103456310953,4.130296373534755
3.4603304906124412,7.688590575790624,7.952971000667381,4.025942580034077
3.7586207027308602,9.404653879861742,7.177495032680557,2.459338523033505
5.042995994164881,7.506687729152537,7.615397458593652,3.021521801291113
4.204386544912235,8.345894710887077,8.638048466280347,3.789001300781883
3.7055743085723405,6.692038723942801,8.359278237980934,4.725407145997097
4.708535585021203,10.034798384944576,8.530927004559752,5.392267553853788
3.0159714179974113,9.621730709458946,7.952611930688773,3.4227018218893024
3.2433094519008256,8.044024536967623,9.999889152077863,3.2255032729552964
2.628367941498186,7.696149218346345,7.887825378592282,4.071211667221838
5.776402861772038,8.099396148547969,8.552642581974517,5.342822703853714
4.878127704668289,11.447887142856471,7.944040793930605,3.2214976385069605
4.42806068523251,9.969894095996548,8.498184894806155,2.8483370196630657
4.304771110787084,7.755684281285957,7.7768177118531145,4.070736654480603
3.9768537236892243,6.972011889304461,7.313946687946745,3.698727531002299
5.460421720607429,8.569389796799578,6.3867780654152675,4.604076306776579
5.656823793901215,10.381260640443859,8.599830048421625,2.9447693382775295
5.371610053259089,9.1002629676792,7.283031544879765,6.001352279374295
4.642105764322169,7.865217861411226,6.731252222336552,5.2757651971664234
2.161715527937051,10.871975011624057,10.375298013476687,3.9904617868354424
4.827243003558605,9.536334019573877,8.631474811315655,3.8575231538036707
3.0194163650179835,7.275767411219004,6.901837960388085,3.4565163769899483
6.0736378309710926,7.2883805078701,7.336533180823173,3.843819045502495
3.348127855804953,9.352674828594987,8.96309044188326,4.141067498494233
4.8562766149869026,10.870987295833112,6.78719781277924,4.095095963956633
1.755613565744567,11.29411767486633,7.007009314023816,2.616856352387641
3.4118572822522344,8.271772316352887,7.792534697304485,3.8193728799744866
4.333241306693727,7.356325520804236,9.517189756983495,3.9502175112115796
5.219023256453125,12.590474714152531,8.319720147492355,4.311970685218368
4.898305814135021,8.144432538414916,8.229630895734731,2.5511173644251333
3.846522993864186,7.170494799484663,7.932354869293332,2.478809936851243
4.829676684098365,6.879042021895895,9.494851827113607,3.3767924931862026
3.9349707646649046,8.67442657976156,8.185796891966056,5.198532169429905
5.814477801971311,7.548463810500306,7.675623192196595,2.7230530043217707
4.441694227507243,6.963852841557971,8.635700231528654,2.8926736754570013
4.088434207252024,8.077486786074443,6.919467844503856,3.1105838314104517
4.469891990586197,11.647054710511632,6.82867357949551,3.6316269953537357
4.156510150492826,7.723286404756018,8.385935483918857,4.834524613517177
5.290715609630942,5.158687577990667,9.847170926863743,3.710039280589117
1.8244115402835281,10.48923308890435,8.584675946995981,5.0201655740290185
5.992699176507692,8.085235363778517,9.827618544733522,3.2518321292139056
2.5683385639593617,7.093389758811439,8.48140462697218,3.4802000305128127
5.962662251665533,9.56794241040243,8.760102410543137,4.330653950638707
2.6836110413975285,6.048118930335092,6.5906085630115845,3.905857187685485
5.231777677143811,8.19848407701366,8.947865202175059,3.7067894287881784
4.167111109404487,8.353249841026825,8.079553899819619,3.0182656551513976
5.636116150637918,8.013700176077307,8.944201898260845,3.8621396411688917
5.232977165860795,4.66440673524179,8.170172150140383,4.145052034232177
3.6951272559749855,5.243009332958148,6.7958306994037905,3.845952195156463
5.115546763436607,11.25966802370106,7.290228903956339,3.981484327952138
3.5099167724338995,8.544437747977339,7.968178065031527,4.3876883444076675
4.459560354152756,6.239354316487338,7.9780741309145515,4.595589405191332
3.8197764658226347,8.341852641942799,7.010744451288125,3.1546519111618987
2.943977906536528,8.115902931816288,8.64327349841015,4.9040728186531535
4.202823781485039,7.123844479293289,9.212631385516104,2.9175977765023524
3.26629301979806,7.66792697388832,8.33833196039419,4.178118454035508
3.8287868060101196,8.77414651053927,6.083919037087937,5.209957008126147
2.932837965116963,7.30404917460028,7.5607397173371815,5.138713082685533
3.723257280707949,10.419811659646351,8.352052432398544,4.450609549829726
4.575303748116262,8.338218473135202,7.841437845743407,4.1563813311077675
3.5585588314770806,5.678964895868028,7.380380856516054,2.695629815130715
3.653285605381416,8.159994088527096,8.757098361610424,4.603867852152193
3.4995813300517717,5.892114411549784,7.520504292563744,4.520884031026458
3.482339658986242,7.444561096553307,7.209440389542139,2.1593051055709886
2.633084652945189,10.153205301655715,7.2274858132789666,3.6983977009879014
4.7055630752656565,6.243342739282146,7.531614503481542,2.908574387426345
