x,y
8.35697947476468,9.192358260730462
1.8312577084354935,8.06311433641155
7.140472196908423,1.7086574792947045
1.551825042780334,2.0491096329057497
8.722743634141974,7.99106871019181
2.156806271105076,7.827641977718796
6.934486762398414,1.534825482059511
2.2325979397259403,2.227443467554108
8.418189888981683,8.336828185355571
1.823474614281761,6.6562693161831525
7.568887423162739,1.6084106429622704
2.45998074518998,2.097530753076808
7.995409098763283,7.8498154386689745
1.9051447621344832,7.727220419354034
8.464505876322862,2.20779828642979
2.4284727980015868,1.3506543527447266
7.9697762889423815,7.571561099542924
1.968355477056336,9.240332005665163
8.397666413974973,1.4191437689829782
2.165508342900863,2.2814508593666587
8.958741628266647,7.574456851836391
1.4957660923494673,8.716816552113956
7.832298244248809,2.2145250188755465
1.7113362999046986,2.002104217482402
8.067075254858695,8.564567942181604
2.0038205481993687,7.922446322661441
8.080903344080998,2.1916519932819583
1.70715137942974,1.70289518559881
8.078757070153006,6.985700401750922
1.5879040051387157,7.9309704836485215
7.717628992949902,1.4811999377075475
2.7578275384315143,1.908446500557495
7.970991524235506,7.21561824600615
1.9810275014017578,7.815924332224772
8.520103978778332,2.642880801431635
2.431047605478134,1.445415892365593
7.952350277169376,6.928872674227384
2.0897620022204233,8.17869693249476
7.855899465906086,2.89233745137986
2.6820286543987093,2.161206550440727
8.559925860066599,7.497454033419992
2.6493934461577076,8.163901848965994
8.35777155456566,2.300309946302627
2.016004577234073,2.1302727197764066
8.11607462933787,8.220300680807162
2.3120681036163506,7.424124871957615
8.637579331258811,2.616889572044157
1.5426283452237828,1.9912394196229244
7.5281986100133835,8.32950092627953
1.7984592132913937,8.15936789687737
8.018732373593426,1.8487211790610556
2.4130060004581617,1.1489242776315414
7.1509665574549235,8.381254052640498
2.821962965721329,7.66044904540516
8.550248597411931,2.317126487813074
2.132523753966227,1.5269019520653986
7.71683728801331,8.317555700909967
2.0443598980930417,8.564781371132769
7.941090890607086,2.255405011276191
2.4115955799432767,3.129259131701308
7.9626288302668105,8.34724236386709
1.807719532099898,8.377678905013827
8.793246312829515,1.4880698835007389
0.9849933404858597,2.7789496832810388
8.639323494738813,8.219692560653217
0.9270179230959859,8.327779902415006
7.775517900194069,2.9363654517330833
1.911633308282287,1.5841498818048063
8.191500469414585,8.426597126056095
2.0396185637360187,7.837397000392892
8.734328808999376,0.92105738243371
1.510351903286561,2.2543842999250856
7.172615074339353,7.933487401029857
1.4921123396416325,8.00376194330078
8.250096373474216,1.3428270449957012
2.283372927572521,2.028357190089754
7.254950484517816,8.482386801192087
1.499693176910926,7.243810976224414
7.633981359587743,1.4700302630644853
1.8424318075988393,3.1497110347585036
8.360929208932996,8.45447518726806
1.5606523779224901,8.452726620261686
9.367873119325079,2.3856998309281003
2.174924076855965,2.1151632295381977
7.587708021534666,7.563502580000261
1.248905641385507,7.989656349673943
8.293916703884872,1.485059545136592
1.5098414948636687,2.304673705105832
7.808777580677642,8.05970138991838
